Date,AAPL High,AAPL Low,AAPL Open,AAPL Close,AAPL Volume,AAPL Adj. Close,MSFT High,MSFT Low,MSFT Open,MSFT Close,MSFT Volume,MSFT Adj. Close,AMZN High,AMZN Low,AMZN Open,AMZN Close,AMZN Volume,AMZN Adj. Close,GOOG High,GOOG Low,GOOG Open,GOOG Close,GOOG Volume,GOOG Adj. Close,FB High,FB Low,FB Open,FB Close,FB Volume,FB Adj. Close
2019-01-02,39.712501525878906,38.557498931884766,38.72249984741211,39.47999954223633,148158800.0,38.50502395629883,101.75,98.94000244140625,99.55000305175781,101.12000274658203,35329300.0,98.37548065185547,1553.3599853515625,1460.9300537109375,1465.199951171875,1539.1300048828125,7983100,1539.1300048828125,1052.3199462890625,1015.7100219726562,1016.5700073242188,1045.8499755859375,1532600,1045.8499755859375,137.50999450683594,128.55999755859375,128.99000549316406,135.67999267578125,28146200,135.67999267578125
2019-01-03,36.43000030517578,35.5,35.994998931884766,35.54750061035156,365248800.0,34.669639587402344,100.19000244140625,97.19999694824219,100.0999984741211,97.4000015258789,42579100.0,94.75645446777344,1538.0,1497.1099853515625,1520.010009765625,1500.280029296875,6975600,1500.280029296875,1056.97998046875,1014.0700073242188,1041.0,1016.0599975585938,1841100,1016.0599975585938,137.1699981689453,131.1199951171875,134.69000244140625,131.74000549316406,22717900,131.74000549316406
2019-01-04,37.13750076293945,35.95000076293945,36.13249969482422,37.064998626708984,234428400.0,36.149662017822266,102.51000213623047,98.93000030517578,99.72000122070312,101.93000030517578,44060600.0,99.16351318359375,1594.0,1518.31005859375,1530.0,1575.3900146484375,9182600,1575.3900146484375,1070.8399658203125,1027.41796875,1032.5899658203125,1070.7099609375,2093900,1070.7099609375,138.0,133.75,134.00999450683594,137.9499969482422,29002100,137.9499969482422
2019-01-07,37.20750045776367,36.474998474121094,37.17499923706055,36.98249816894531,219111200.0,36.0692024230957,103.2699966430664,100.9800033569336,101.63999938964844,102.05999755859375,35656100.0,99.28997039794922,1634.56005859375,1589.18994140625,1602.31005859375,1629.510009765625,7993200,1629.510009765625,1074.0,1054.760009765625,1071.5,1068.3900146484375,1981900,1068.3900146484375,138.8699951171875,135.91000366210938,137.55999755859375,138.0500030517578,20089300,138.0500030517578
2019-01-08,37.95500183105469,37.130001068115234,37.38999938964844,37.6875,164101200.0,36.75679397583008,103.97000122070312,101.70999908447266,103.04000091552734,102.80000305175781,31514400.0,100.0098876953125,1676.6099853515625,1616.6099853515625,1664.68994140625,1656.5799560546875,8881400,1656.5799560546875,1084.56005859375,1060.530029296875,1076.1099853515625,1076.280029296875,1764900,1076.280029296875,143.13999938964844,139.5399932861328,139.88999938964844,142.52999877929688,26263800,142.52999877929688
2019-01-09,38.63249969482422,37.407501220703125,37.8224983215332,38.32749938964844,180396400.0,37.380985260009766,104.87999725341797,103.23999786376953,103.86000061035156,104.2699966430664,32280800.0,101.43999481201172,1667.800048828125,1641.4000244140625,1652.97998046875,1659.4200439453125,6348800,1659.4200439453125,1082.6300048828125,1066.4000244140625,1081.6500244140625,1074.6600341796875,1199300,1074.6600341796875,144.6999969482422,141.27000427246094,142.9499969482422,144.22999572753906,22205900,144.22999572753906
2019-01-10,38.49250030517578,37.71500015258789,38.125,38.45000076293945,143122800.0,37.500465393066406,103.75,102.37999725341797,103.22000122070312,103.5999984741211,30067600.0,100.78819274902344,1663.25,1621.6199951171875,1641.010009765625,1656.219970703125,6507700,1656.219970703125,1071.1500244140625,1057.7099609375,1067.6600341796875,1070.3299560546875,1456400,1070.3299560546875,144.55999755859375,140.83999633789062,143.0800018310547,144.1999969482422,16125000,144.1999969482422
2019-01-11,38.42499923706055,37.877498626708984,38.220001220703125,38.0724983215332,108092800.0,37.13228988647461,103.44000244140625,101.63999938964844,103.19000244140625,102.80000305175781,28314200.0,100.0098876953125,1660.2900390625,1636.219970703125,1640.550048828125,1640.56005859375,4686200,1640.56005859375,1063.7750244140625,1048.47998046875,1063.1800537109375,1057.18994140625,1520800,1057.18994140625,145.36000061035156,142.57000732421875,143.14999389648438,143.8000030517578,12908000,143.8000030517578
2019-01-14,37.817501068115234,37.30500030517578,37.712501525878906,37.5,129756800.0,36.57392120361328,102.87000274658203,101.26000213623047,101.9000015258789,102.05000305175781,28437100.0,99.2802505493164,1648.199951171875,1595.1500244140625,1615.0,1617.2099609375,6005900,1617.2099609375,1051.530029296875,1041.2550048828125,1046.9200439453125,1044.68994140625,1144300,1044.68994140625,146.57000732421875,141.27000427246094,142.0,145.38999938964844,20520300,145.38999938964844
2019-01-15,38.34749984741211,37.51250076293945,37.567501068115234,38.26750183105469,114843600.0,37.322471618652344,105.05000305175781,101.87999725341797,102.51000213623047,105.01000213623047,31587600.0,102.15991973876953,1675.1600341796875,1626.010009765625,1632.0,1674.56005859375,5998500,1674.56005859375,1080.050048828125,1047.3399658203125,1050.1700439453125,1077.1500244140625,1463600,1077.1500244140625,150.67999267578125,145.99000549316406,146.00999450683594,148.9499969482422,24069000,148.9499969482422
