STOCK_TICKER,High,Low,Open,Close,Volume,Adj Close
2019-01-02,138.47999572753906,130.0500030517578,130.63999938964844,136.22000122070312,12718800.0,135.46653747558594
2019-01-03,135.16000366210938,127.69000244140625,133.7899932861328,127.98999786376953,17638800.0,127.28205108642578
2019-01-04,137.72999572753906,129.6999969482422,130.94000244140625,136.19000244140625,14640500.0,135.43670654296875
2019-01-07,144.88999938964844,136.42999267578125,138.5,143.39999389648438,17729000.0,142.6068115234375
2019-01-08,146.77999877929688,136.89999389648438,146.69000244140625,139.8300018310547,19650400.0,139.05657958984375
2019-01-09,144.49000549316406,139.86000061035156,141.89999389648438,142.5800018310547,15431500.0,141.79136657714844
2019-01-10,145.5800018310547,139.36000061035156,141.8000030517578,145.22999572753906,13078900.0,144.42672729492188
2019-01-11,149.75,143.2100067138672,144.3300018310547,148.8300018310547,21869100.0,148.00677490234375
2019-01-14,151.4600067138672,145.77000427246094,146.72000122070312,150.44000244140625,18254200.0,149.6078643798828
2019-01-15,153.35000610351562,149.1300048828125,151.75999450683594,149.8699951171875,15425300.0,149.04103088378906
2019-01-16,152.3000030517578,148.6199951171875,150.97000122070312,148.83999633789062,11752600.0,148.01675415039062
2019-01-17,153.3300018310547,146.41000366210938,147.50999450683594,151.72000122070312,12335900.0,150.88082885742188
2019-01-18,157.97999572753906,151.64999389648438,153.72999572753906,156.92999267578125,16283400.0,156.06198120117188
2019-01-22,156.17999267578125,147.5500030517578,155.7100067138672,148.77000427246094,16538800.0,147.94712829589844
2019-01-23,154.5800018310547,148.02999877929688,151.0,149.2899932861328,14775500.0,148.46421813964844
2019-01-24,158.5500030517578,152.50999450683594,152.6999969482422,157.83999633789062,17724300.0,156.96693420410156
2019-01-25,160.8800048828125,151.3000030517578,155.44000244140625,160.14999389648438,28864300.0,159.26416015625
2019-01-28,141.63999938964844,131.0,136.5500030517578,138.00999450683594,62788200.0,137.2466583251953
2019-01-29,138.10000610351562,131.00999450683594,136.14999389648438,131.60000610351562,28848300.0,130.8721160888672
2019-01-30,137.97000122070312,131.4600067138672,134.6699981689453,137.38999938964844,24355700.0,136.6300811767578
2019-01-31,145.19000244140625,136.3800048828125,137.25999450683594,143.75,21071300.0,142.9548797607422
2019-02-01,146.7899932861328,142.5800018310547,144.5,144.72999572753906,15626200.0,143.92945861816406
2019-02-04,150.67999267578125,144.47999572753906,145.3699951171875,149.17999267578125,13214800.0,148.35484313964844
2019-02-05,151.42999267578125,148.3000030517578,149.66000366210938,149.9499969482422,13560600.0,149.12059020996094
2019-02-06,155.60000610351562,151.07000732421875,151.2899932861328,153.0,17561600.0,152.15371704101562
2019-02-07,151.22000122070312,145.69000244140625,151.1300048828125,147.4199981689453,15928000.0,146.60459899902344
2019-02-08,148.60000610351562,144.1300048828125,144.7100067138672,148.1699981689453,11540100.0,147.35044860839844
2019-02-11,148.5800018310547,144.5,146.38999938964844,146.4499969482422,12379500.0,145.63995361328125
2019-02-12,151.8000030517578,147.4199981689453,148.0,151.1699981689453,14776500.0,150.33383178710938
2019-02-13,155.8300018310547,151.80999755859375,152.36000061035156,152.8800048828125,15134300.0,152.03440856933594
2019-02-14,155.6699981689453,151.10000610351562,152.83999633789062,154.52999877929688,20681600.0,153.67526245117188
2019-02-15,163.8699951171875,156.4199981689453,162.9499969482422,157.33999633789062,37918700.0,156.46974182128906
2019-02-19,159.88999938964844,156.13999938964844,156.91000366210938,156.63999938964844,13797300.0,155.7736053466797
2019-02-20,161.25999450683594,157.3699951171875,157.82000732421875,158.5500030517578,13524700.0,157.6730194091797
2019-02-21,160.0500030517578,155.17999267578125,159.05999755859375,155.77000427246094,11213700.0,154.90841674804688
2019-02-22,159.9499969482422,157.30999755859375,157.86000061035156,159.19000244140625,10043500.0,158.30950927734375
2019-02-25,165.27999877929688,158.33999633789062,162.55999755859375,158.69000244140625,16400500.0,157.81227111816406
2019-02-26,160.75999450683594,155.75,158.5,157.10000610351562,12211600.0,156.23104858398438
2019-02-27,157.58999633789062,153.11000061035156,156.52000427246094,155.41000366210938,12506400.0,154.55039978027344
2019-02-28,155.89999389648438,153.36000061035156,155.0,154.25999450683594,8123600.0,153.5648651123047
2019-03-01,158.14999389648438,153.9199981689453,156.27000427246094,156.4499969482422,8929700.0,155.7449951171875
2019-03-04,158.9199981689453,154.5,158.0,156.77999877929688,10249800.0,156.07350158691406
2019-03-05,158.05999755859375,153.9600067138672,156.14999389648438,156.52000427246094,9073100.0,155.81468200683594
2019-03-06,156.5,151.94000244140625,156.16000366210938,152.0500030517578,10088100.0,151.36480712890625
2019-03-07,151.49000549316406,147.39999389648438,151.10000610351562,149.25999450683594,11252600.0,148.58737182617188
2019-03-08,151.07000732421875,144.8000030517578,145.66000366210938,150.63999938964844,10560400.0,149.96116638183594
2019-03-11,162.05999755859375,149.69000244140625,151.58999633789062,161.13999938964844,21493200.0,160.4138641357422
2019-03-12,164.38999938964844,159.19000244140625,162.25999450683594,162.52000427246094,14489400.0,161.7876434326172
2019-03-13,169.8000030517578,163.72999572753906,164.02999877929688,168.6199951171875,19222500.0,167.8601531982422
2019-03-14,169.47000122070312,165.25,168.99000549316406,165.55999755859375,12984600.0,164.81393432617188
2019-03-15,171.52999877929688,167.16000366210938,167.3000030517578,169.80999755859375,16537100.0,169.04478454589844
2019-03-18,173.25,167.86000061035156,171.0800018310547,168.9499969482422,12174800.0,168.1886749267578
2019-03-19,177.5,172.0800018310547,172.75999450683594,175.7100067138672,21374300.0,174.91818237304688
2019-03-20,179.02999877929688,173.0,176.8800048828125,174.39999389648438,17978700.0,173.61412048339844
2019-03-21,185.0,175.1300048828125,175.3300018310547,183.94000244140625,20607800.0,183.11111450195312
2019-03-22,184.8000030517578,176.94000244140625,182.83999633789062,177.5,18691100.0,176.7001190185547
2019-03-25,178.4499969482422,171.11000061035156,175.86000061035156,173.77999877929688,13130300.0,172.99688720703125
2019-03-26,181.75,174.60000610351562,179.49000549316406,176.8699951171875,17587700.0,176.0729522705078
2019-03-27,179.77000427246094,173.6999969482422,177.89999389648438,176.5,11859300.0,175.7046356201172
2019-03-28,179.89999389648438,175.11000061035156,177.5500030517578,177.25,12006600.0,176.45126342773438
2019-03-29,180.5399932861328,177.91000366210938,179.94000244140625,179.55999755859375,11422400.0,178.75083923339844
2019-04-01,183.5,180.3699951171875,183.25999450683594,182.27999877929688,12095600.0,181.45858764648438
2019-04-02,184.7899932861328,181.52000427246094,183.25,183.0,11023000.0,182.1753387451172
2019-04-03,191.0,184.8000030517578,185.0,188.6199951171875,19587600.0,187.77003479003906
2019-04-04,189.97000122070312,185.72999572753906,188.0,188.25999450683594,11434400.0,187.41163635253906
2019-04-05,191.64999389648438,188.52999877929688,190.0,190.9499969482422,12043600.0,190.0895233154297
2019-04-08,192.8000030517578,188.75,189.72000122070312,191.7899932861328,10604800.0,190.9257354736328
2019-04-09,190.88999938964844,187.55999755859375,190.44000244140625,189.25999450683594,10999300.0,188.40711975097656
2019-04-10,193.13999938964844,189.0500030517578,189.22999572753906,192.10000610351562,11119300.0,191.23435974121094
2019-04-11,193.47000122070312,189.5500030517578,192.1999969482422,191.5399932861328,9365000.0,190.67686462402344
2019-04-12,193.25999450683594,189.66000366210938,193.10000610351562,190.00999450683594,11792700.0,189.15374755859375
2019-04-15,189.89999389648438,183.10000610351562,189.6999969482422,184.6999969482422,11002300.0,183.86766052246094
2019-04-16,188.97000122070312,184.9600067138672,186.27999877929688,188.2100067138672,9874100.0,187.36187744140625
2019-04-17,190.4600067138672,186.38999938964844,189.6199951171875,187.2899932861328,8775100.0,186.44601440429688
2019-04-18,188.92999267578125,185.17999267578125,187.55999755859375,186.3000030517578,9524700.0,185.46047973632812
2019-04-22,189.10000610351562,184.0800018310547,185.35000610351562,188.47000122070312,6998400.0,187.62069702148438
2019-04-23,191.92999267578125,188.61000061035156,189.0,190.6699981689453,8671400.0,189.81077575683594
2019-04-24,192.80999755859375,188.63999938964844,191.08999633789062,191.1699981689453,7955100.0,190.30853271484375
2019-04-25,190.4499969482422,183.6999969482422,189.5500030517578,186.91000366210938,12482400.0,186.06773376464844
2019-04-26,180.88999938964844,173.3000030517578,180.7100067138672,178.08999633789062,21724700.0,177.28746032714844
2019-04-29,180.4499969482422,175.5,178.41000366210938,179.3300018310547,9798000.0,178.5218963623047
2019-04-30,182.02999877929688,177.25999450683594,178.02999877929688,181.0,9073000.0,180.18435668945312
2019-05-01,184.80999755859375,180.4600067138672,183.11000061035156,180.47000122070312,8857000.0,179.65675354003906
2019-05-02,184.8699951171875,179.1199951171875,180.86000061035156,183.19000244140625,9867100.0,182.36448669433594
2019-05-03,183.92999267578125,180.52999877929688,183.52999877929688,183.00999450683594,8420600.0,182.185302734375
2019-05-06,180.33999633789062,174.0,175.5,179.85000610351562,10554400.0,179.03955078125
2019-05-07,177.89999389648438,171.1699981689453,177.89999389648438,173.11000061035156,13880500.0,172.32989501953125
2019-05-08,177.14999389648438,171.52000427246094,172.0,173.9199981689453,10479200.0,173.13626098632812
2019-05-09,171.52999877929688,165.39999389648438,171.13999938964844,170.19000244140625,16506200.0,169.42308044433594
2019-05-10,171.58999633789062,164.0,168.9499969482422,168.82000732421875,14237500.0,168.0592498779297
2019-05-13,164.42999267578125,157.80999755859375,163.5,158.4499969482422,16422800.0,157.73597717285156
2019-05-14,163.4600067138672,158.49000549316406,160.0500030517578,162.0399932861328,13122000.0,161.309814453125
2019-05-15,161.0500030517578,157.41000366210938,159.8000030517578,159.5800018310547,12558000.0,158.8608856201172
2019-05-16,161.91000366210938,157.64999389648438,159.36000061035156,160.19000244140625,19527200.0,159.4681396484375
2019-05-17,163.7100067138672,154.94000244140625,158.5,156.52999877929688,25551700.0,155.8246307373047
2019-05-20,154.77000427246094,150.75,152.5500030517578,151.75,14301600.0,151.06617736816406
2019-05-21,155.6999969482422,152.63999938964844,154.1999969482422,155.05999755859375,9046200.0,154.3612518310547
2019-05-22,154.5500030517578,151.75999450683594,153.5,152.1999969482422,8146700.0,151.51412963867188
2019-05-23,149.69000244140625,144.91000366210938,149.69000244140625,147.32000732421875,14796100.0,146.65614318847656
2019-05-24,149.5,144.8800048828125,148.0800018310547,145.14999389648438,8939600.0,144.4958953857422
2019-05-28,147.17999267578125,143.25,145.86000061035156,143.3300018310547,10708900.0,142.68411254882812
2019-05-29,142.82000732421875,138.94000244140625,141.41000366210938,140.33999633789062,13995000.0,139.7075653076172
2019-05-30,141.75,137.57000732421875,140.30999755859375,139.11000061035156,9857500.0,138.6411895751953
2019-05-31,139.85000610351562,135.38999938964844,137.13999938964844,135.4600067138672,9743000.0,135.00350952148438
2019-06-03,137.47000122070312,132.60000610351562,135.91000366210938,133.77999877929688,11966100.0,133.32916259765625
2019-06-04,143.2100067138672,135.47000122070312,136.36000061035156,143.0,16045900.0,142.51809692382812
2019-06-05,146.19000244140625,139.82000732421875,145.97000122070312,141.27999877929688,12790400.0,140.80389404296875
2019-06-06,144.77000427246094,141.35000610351562,141.4499969482422,143.77999877929688,10203500.0,143.29547119140625
2019-06-07,146.8800048828125,143.25,144.02000427246094,145.5,8721400.0,145.00965881347656
2019-06-10,151.19000244140625,147.75999450683594,147.75999450683594,148.42999267578125,10069500.0,147.92977905273438
2019-06-11,152.36000061035156,149.16000366210938,150.83999633789062,150.75,9596800.0,150.24195861816406
2019-06-12,149.25,145.58999633789062,149.0,146.1999969482422,8972300.0,145.70729064941406
2019-06-13,149.0,146.3800048828125,147.08999633789062,148.25999450683594,7702000.0,147.76034545898438
2019-06-14,145.49000549316406,142.83999633789062,144.50999450683594,144.63999938964844,9860700.0,144.1525421142578
2019-06-17,146.52000427246094,143.64999389648438,144.57000732421875,145.02999877929688,6901000.0,144.54124450683594
2019-06-18,155.11000061035156,147.05999755859375,147.5,152.8800048828125,14548000.0,152.36480712890625
2019-06-19,154.75999450683594,152.07000732421875,154.3000030517578,153.1199951171875,8291100.0,152.60398864746094
2019-06-20,157.3300018310547,153.52000427246094,156.77000427246094,154.10000610351562,8754200.0,153.58067321777344
2019-06-21,155.47999572753906,151.5,153.5,151.75999450683594,10860700.0,151.24856567382812
2019-06-24,153.85000610351562,150.72000122070312,152.6199951171875,152.66000366210938,7073700.0,152.14552307128906
2019-06-25,155.8800048828125,151.3699951171875,152.86000061035156,151.47999572753906,7796700.0,150.96949768066406
2019-06-26,161.72000122070312,156.08999633789062,156.61000061035156,159.25999450683594,14601800.0,158.72328186035156
2019-06-27,164.0,161.25999450683594,162.7100067138672,163.22999572753906,11136000.0,162.67991638183594
2019-06-28,165.3699951171875,162.35000610351562,165.0,164.22999572753906,9941700.0,163.67652893066406
2019-07-01,173.9499969482422,164.66000366210938,172.57000732421875,166.1699981689453,17743900.0,165.61000061035156
2019-07-02,166.35000610351562,161.6999969482422,165.5,162.22999572753906,10005700.0,161.6832733154297
2019-07-03,163.39999389648438,160.33999633789062,163.1699981689453,162.75,6165900.0,162.2015380859375
2019-07-05,160.5800018310547,157.67999267578125,160.39999389648438,160.22999572753906,9913800.0,159.69003295898438
2019-07-08,158.58999633789062,156.0,157.8300018310547,157.2100067138672,8244700.0,156.6802215576172
2019-07-09,158.44000244140625,155.0,155.50999450683594,157.30999755859375,8571500.0,156.77989196777344
2019-07-10,162.3699951171875,158.5,159.05999755859375,160.05999755859375,11301900.0,159.52059936523438
2019-07-11,167.9199981689453,161.5,163.0,166.27999877929688,17064000.0,165.71961975097656
2019-07-12,170.47000122070312,167.39999389648438,167.39999389648438,167.61000061035156,12659800.0,167.045166015625
2019-07-15,169.11000061035156,166.1300048828125,168.4600067138672,167.27000427246094,7246000.0,166.706298828125
2019-07-16,168.1699981689453,164.83999633789062,166.6699981689453,167.0800018310547,8536100.0,166.5169219970703
2019-07-17,169.99000549316406,165.97000122070312,167.14999389648438,169.7100067138672,8705100.0,169.13807678222656
2019-07-18,172.7100067138672,167.85000610351562,170.1300048828125,170.17999267578125,11054800.0,169.6064910888672
2019-07-19,171.97999572753906,168.1999969482422,171.72000122070312,168.44000244140625,8622400.0,167.8723602294922
2019-07-22,171.83999633789062,169.0,169.3000030517578,171.32000732421875,7898500.0,170.74264526367188
2019-07-23,175.74000549316406,172.27000427246094,172.89999389648438,175.66000366210938,10704400.0,175.06800842285156
