ticker,c_name,last_sale,market_cap,ipo_year,sector,industry
MCHP,Microchip Technology Incorporated Common Stock,$149.75,40321986447.0,1993.0,Technology,Semiconductors
MCO,Moody's Corporation Common Stock,$334.50,62618400000.0,,Technology,Advertising
MDB,MongoDB Inc. Class A Common Stock,$260.32,15928051718.0,2017.0,Technology,Retail: Computer Software & Peripheral Equipment
MDLA,Medallia Inc. Common Stock,$26.49,4161820244.0,2019.0,Technology,EDP Services
MDRX,Allscripts Healthcare Solutions Inc. Common Stock,$16.23,2291110644.0,,Technology,EDP Services
MGNI,Magnite Inc. Common Stock,$35.84,4585527834.0,,Technology,Advertising
MGRC,McGrath RentCorp Common Stock,$82.96,2009151827.0,1984.0,Technology,Diversified Commercial Services
MICT,MICT Inc. Common Stock,$1.59,181542944.0,,Technology,EDP Peripherals
MITK,Mitek Systems Inc. Common Stock,$16.00,688839648.0,,Technology,Computer Software: Prepackaged Software
MODN,Model N Inc. Common Stock,$38.09,1335029361.0,2013.0,Technology,EDP Services
MORN,Morningstar Inc. Common Stock,$262.10,11256142406.0,2005.0,Technology,Advertising
MOSY,MoSys Inc. Common Stock,$3.28,20118598.0,2001.0,Technology,Semiconductors
MPWR,Monolithic Power Systems Inc. Common Stock,$342.79,15678186230.0,2004.0,Technology,Semiconductors
MRAM,Everspin Technologies Inc. Common Stock,$5.22,100320340.0,2016.0,Technology,Electronic Components
MRIN,Marin Software Incorporated Common Stock,$1.59,17438052.0,,Technology,Computer Software: Prepackaged Software
MSCI,MSCI Inc Common Stock,$482.31,39753266875.0,,Technology,Advertising
MSFT,Microsoft Corporation Common Stock,$252.46,1901421311145.0,1986.0,Technology,Computer Software: Prepackaged Software
MSI,Motorola Solutions Inc. Common Stock,$199.07,33713560367.0,,Technology,Radio And Television Broadcasting And Communications Equipment
MSP,Datto Holding Corp. Common Stock,$25.29,4073653541.0,2020.0,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated Common Stock Class A,$620.46,6046750633.0,1998.0,Technology,Computer Software: Prepackaged Software
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,$56.14,3855098769.0,2012.0,Technology,Semiconductors
MU,Micron Technology Inc. Common Stock,$85.98,96419309935.0,,Technology,Semiconductors
MXIM,Maxim Integrated Products Inc. Common Stock,$96.58,25918561703.0,1988.0,Technology,Semiconductors
MXL,MaxLinear Inc. Common Stock,$36.32,2737729396.0,2010.0,Technology,Semiconductors
NATI,National Instruments Corporation Common Stock,$40.45,5323504606.0,1995.0,Technology,Computer Software: Prepackaged Software
NCMI,National CineMedia Inc. Common Stock,$4.38,347549299.0,2007.0,Technology,Advertising
NCNO,nCino Inc. Common Stock,$56.55,5336481107.0,2020.0,Technology,Computer Software: Prepackaged Software
NET,Cloudflare Inc. Class A Common Stock,$71.62,22243819743.0,2019.0,Technology,EDP Services
NETE,Net Element Inc. Common Stock,$9.79,50988630.0,,Technology,EDP Services
NEWR,New Relic Inc. Common Stock,$59.17,3731623563.0,2014.0,Technology,Computer Software: Prepackaged Software
NLOK,NortonLifeLock Inc. Common Stock,$21.095,12275194170.0,,Technology,Computer Software: Prepackaged Software
NOW,ServiceNow Inc. Common Stock,$483.51,95468076194.0,2012.0,Technology,Computer Software: Prepackaged Software
NPTN,NeoPhotonics Corporation Common Stock,$9.26,475313291.0,2011.0,Technology,Semiconductors
NSIT,Insight Enterprises Inc. Common Stock,$100.07,3534430471.0,1995.0,Technology,EDP Services
NSP,Insperity Inc. Common Stock,$88.84,3435886200.0,,Technology,Professional Services
NTAP,NetApp Inc. Common Stock,$79.52,17701243209.0,1995.0,Technology,Electronic Components
NTCT,NetScout Systems Inc. Common Stock,$26.79,1967424461.0,1999.0,Technology,EDP Services
NTNX,Nutanix Inc. Class A Common Stock,$28.62,5846537303.0,2016.0,Technology,EDP Services
NTWK,NetSol Technologies Inc. Common  Stock,$4.25,48053390.0,,Technology,Computer Software: Prepackaged Software
NUAN,Nuance Communications Inc. Common Stock,$52.81,15077571596.0,,Technology,Computer Software: Prepackaged Software
NVDA,NVIDIA Corporation Common Stock,$592.49,368756068051.0,1999.0,Technology,Semiconductors
NVEC,NVE Corporation Common Stock,$78.32,378538730.0,,Technology,Semiconductors
OBLG,Oblong Inc. Common Stock,$4.55,121112118.0,,Technology,Computer Software: Prepackaged Software
OKTA,Okta Inc. Class A Common Stock,$237.27,35973090994.0,2017.0,Technology,EDP Services
OLB,The OLB Group Inc. Common Stock,$4.70,33453538.0,,Technology,EDP Services
OLED,Universal Display Corporation Common Stock,$221.29,10428736928.0,,Technology,Semiconductors
OMC,Omnicom Group Inc. Common Stock,$84.96,18273262304.0,,Technology,Advertising
ON,ON Semiconductor Corporation Common Stock,$38.63,16495322903.0,,Technology,Semiconductors
ONEM,1Life Healthcare Inc. Common Stock,$41.39,5682421138.0,2020.0,Technology,Computer Software: Prepackaged Software
ONTO,Onto Innovation Inc. Common Stock,$66.41,3256723356.0,,Technology,Semiconductors
ORCL,Oracle Corporation Common Stock,$80.40,231836214000.0,1986.0,Technology,Computer Software: Prepackaged Software
OSPN,OneSpan Inc. Common Stock,$25.68,1034006895.0,,Technology,EDP Services
OSS,One Stop Systems Inc. Common Stock,$5.24,96955206.0,2018.0,Technology,Computer Manufacturing
PANW,Palo Alto Networks Inc. Common Stock,$342.34,33290032711.0,2012.0,Technology,EDP Services
PAR,PAR Technology Corporation Common Stock,$78.21,1968061033.0,,Technology,Computer Software: Prepackaged Software
PAYA,Paya Holdings Inc. Class A Common Stock,$10.13,1283445594.0,,Technology,Computer Software: Prepackaged Software
PAYAW,Paya Holdings Inc. Warrant,$2.546,0.0,,Technology,Computer Software: Prepackaged Software
PCTI,PCTEL Inc. Common Stock,$6.77,125370347.0,1999.0,Technology,Radio And Television Broadcasting And Communications Equipment
PCTY,Paylocity Holding Corporation Common Stock,$168.44,9158652801.0,2014.0,Technology,Computer Software: Prepackaged Software
PCYG,Park City Group Inc. Common Stock,$4.95,96324713.0,,Technology,EDP Services
PDFS,PDF Solutions Inc. Common Stock,$19.09,704989424.0,2001.0,Technology,EDP Services
PEGA,Pegasystems Inc. Common Stock,$120.22,9769940740.0,1996.0,Technology,EDP Services
PFPT,Proofpoint Inc. Common Stock,$172.35,9882553481.0,2012.0,Technology,EDP Services
PING,Ping Identity Holding Corp. Common Stock,$24.16,1967672544.0,2019.0,Technology,EDP Services
PIXY,ShiftPixy Inc. Common Stock,$2.54,53123201.0,2017.0,Technology,Diversified Commercial Services
PLAB,Photronics Inc. Common Stock,$13.20,836678885.0,1987.0,Technology,Semiconductors
PLAN,Anaplan Inc. Common Stock,$54.61,7895706573.0,2018.0,Technology,Computer Software: Prepackaged Software
PLUS,ePlus inc. Common Stock,$102.31,1381527943.0,1996.0,Technology,Retail: Computer Software & Peripheral Equipment
PLXS,Plexus Corp. Common Stock,$95.16,2727190440.0,,Technology,Electrical Products
POWI,Power Integrations Inc. Common Stock,$82.48,5002839824.0,1997.0,Technology,Semiconductors
PRAA,PRA Group Inc. Common Stock,$39.27,1798534780.0,2002.0,Technology,Advertising
PRCH,Porch Group Inc. Common Stock,$12.63,1213922359.0,2020.0,Technology,Computer Software: Prepackaged Software
PRFT,Perficient Inc. Common Stock,$68.62,2267671896.0,1999.0,Technology,EDP Services
PRG,PROG Holdings Inc. Common Stock,$55.81,3758786534.0,,Technology,Diversified Commercial Services
PRGS,Progress Software Corporation Common Stock (DE),$44.17,1943614939.0,1991.0,Technology,Computer Software: Prepackaged Software
PRO,PROS Holdings Inc. Common Stock,$39.41,1743318178.0,2007.0,Technology,EDP Services
PRTH,Priority Technology Holdings Inc. Common Stock,$6.55,443966480.0,2016.0,Technology,EDP Services
PRVA,Privia Health Group Inc. Common Stock,$32.47,3432430228.0,2021.0,Technology,Retail: Computer Software & Peripheral Equipment
PTC,PTC Inc. Common Stock,$131.16,15320854425.0,,Technology,Computer Software: Prepackaged Software
PUBM,PubMatic Inc. Class A Common Stock,$44.62,2134018608.0,2020.0,Technology,Computer Software: Prepackaged Software
PXLW,Pixelworks Inc.  Common Stock,$3.35,174911610.0,2000.0,Technology,Semiconductors
QADA,QAD Inc. Class A Common Stock,$69.92,1448128153.0,,Technology,Computer Software: Prepackaged Software
QADB,QAD Inc. Class B Common Stock,$49.10,1016920657.0,,Technology,Computer Software: Prepackaged Software
QCOM,QUALCOMM Incorporated Common Stock,$137.85,155494800000.0,1991.0,Technology,Computer peripheral equipment
QLYS,Qualys Inc. Common Stock,$97.93,3838058752.0,2012.0,Technology,EDP Services
QMCO,Quantum Corporation Common Stock,$9.30,526967825.0,,Technology,Electronic Components
QNST,QuinStreet Inc. Common Stock,$18.66,994512709.0,2010.0,Technology,Advertising
QUIK,QuickLogic Corporation Common Stock,$6.22,70101204.0,1999.0,Technology,Semiconductors
QUMU,Qumu Corporation Common Stock,$5.40,94987318.0,,Technology,Retail: Computer Software & Peripheral Equipment
RAMP,LiveRamp Holdings Inc. Common Stock,$49.55,3315856815.0,2018.0,Technology,EDP Services
RBBN,Ribbon Communications Inc. Common Stock,$6.90,1016835536.0,,Technology,EDP Services
RBCN,Rubicon Technology Inc. Common Stock,$10.695,25906017.0,2007.0,Technology,Semiconductors
RCAT,Red Cat Holdings Inc. Common Stock,$3.84,105449956.0,,Technology,Retail: Computer Software & Peripheral Equipment
RCII,Rent-A-Center Inc. Common Stock,$59.38,3937386082.0,1995.0,Technology,Diversified Commercial Services
RDVT,Red Violet Inc. Common Stock ,$19.30,235615886.0,,Technology,Computer Software: Prepackaged Software
REKR,Rekor Systems Inc. Common Stock,$18.91,771607781.0,,Technology,EDP Services
RELL,Richardson Electronics Ltd. Common Stock,$7.47,98661175.0,1983.0,Technology,Electronic Components
RESN,Resonant Inc. Common Stock,$2.93,176562160.0,2014.0,Technology,Semiconductors
RHI,Robert Half International Inc. Common Stock,$90.32,10186343069.0,,Technology,Diversified Commercial Services
RIOT,Riot Blockchain Inc.  Common Stock ,$33.39,2809592601.0,,Technology,Retail: Computer Software & Peripheral Equipment
RMBS,Rambus Inc. Common Stock,$19.36,2177896540.0,1997.0,Technology,Semiconductors
RMNI,Rimini Street Inc. (DE) Common Stock,$7.83,665200320.0,2015.0,Technology,EDP Services
RNWK,RealNetworks Inc. Common Stock,$2.50,117131125.0,1997.0,Technology,EDP Services
ROL,Rollins Inc. Common Stock,$37.12,18267624914.0,,Technology,Industrial Specialties
RPAY,Repay Holdings Corporation Class A Common Stock,$21.49,1728919626.0,2018.0,Technology,EDP Services
RPD,Rapid7 Inc. Common Stock,$75.21,4143453827.0,2015.0,Technology,Computer Software: Prepackaged Software
RSSS,Research Solutions Inc Common Stock,$2.25,59124778.0,,Technology,Retail: Computer Software & Peripheral Equipment
RXN,Rexnord Corporation Common Stock,$52.46,6280566808.0,2012.0,Technology,Industrial Machinery/Components
RXT,Rackspace Technology Inc. Common Stock,$23.72,4890522876.0,2020.0,Technology,EDP Services
SABR,Sabre Corporation Common Stock,$12.97,4143441582.0,2014.0,Technology,EDP Services
SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,$166.42,,,Technology,EDP Services
SAIL,SailPoint Technologies Holdings Inc. Common Stock,$46.30,4257780873.0,2017.0,Technology,Computer Software: Prepackaged Software
SANM,Sanmina Corporation Common Stock,$42.00,2726915898.0,1993.0,Technology,Electrical Products
SATS,EchoStar  Corporation Common Stock,$26.71,2482572168.0,,Technology,Radio And Television Broadcasting And Communications Equipment
SCKT,Socket Mobile Inc. Common Stock,$5.42,37622301.0,,Technology,Computer Manufacturing
SCPL,SciPlay Corporation Class A Common Stock,$18.16,442803888.0,2019.0,Technology,Computer Software: Prepackaged Software
SCSC,ScanSource Inc. Common Stock,$32.31,822346559.0,,Technology,Retail: Computer Software & Peripheral Equipment
SCWX,SecureWorks Corp. Class A Common Stock,$13.22,1097646804.0,2016.0,Technology,EDP Services
SDGR,Schrodinger Inc. Common Stock,$68.37,4819436032.0,2020.0,Technology,Computer Software: Prepackaged Software
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,$240.28,124846739918.0,2017.0,Technology,Computer Software: Prepackaged Software
SEAC,SeaChange International Inc. Common Stock,$1.08,51992155.0,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment
SGH,SMART Global Holdings Inc. Ordinary Shares,$47.67,1136942562.0,2017.0,Technology,Semiconductors
SGLB,Sigma Labs Inc. Common Stock,$3.50,20405000.0,,Technology,EDP Services
SGMA,SigmaTron International Inc. Common Stock,$5.07,21585566.0,1994.0,Technology,Electrical Products
SHLS,Shoals Technologies Group Inc. Class A Common Stock,$28.78,4795098281.0,2021.0,Technology,Semiconductors
SHSP,SharpSpring Inc. Common Stock,$15.78,202524497.0,,Technology,Retail: Computer Software & Peripheral Equipment
SITM,SiTime Corporation Common Stock,$90.63,1707445455.0,2019.0,Technology,Semiconductors
SKYT,SkyWater Technology Inc. Common Stock,$20.25,790959796.0,2021.0,Technology,Semiconductors
SLAB,Silicon Laboratories Inc. Common Stock,$135.22,6050952478.0,2000.0,Technology,Semiconductors
SLP,Simulations Plus Inc. Common Stock,$57.09,1147959726.0,,Technology,Computer Software: Prepackaged Software
SMAR,Smartsheet Inc. Class A Common Stock,$55.95,6648730185.0,2018.0,Technology,EDP Services
SMCI,Super Micro Computer Inc. Common Stock,$36.39,1813181532.0,2020.0,Technology,Computer Manufacturing
SMSI,Smith Micro Software Inc. Common Stock,$5.09,270776359.0,1995.0,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation Common Stock,$64.01,4157423768.0,,Technology,Semiconductors
SNAP,Snap Inc. Class A Common Stock,$54.70,83334947143.0,2017.0,Technology,Internet and Information Services
SNCR,Synchronoss Technologies Inc. Common Stock,$3.13,138266908.0,2018.0,Technology,EDP Services
SNOW,Snowflake Inc. Class A Common Stock,$206.04,59483748000.0,2020.0,Technology,Computer Software: Prepackaged Software
SNPS,Synopsys Inc. Common Stock,$241.84,36849925498.0,1992.0,Technology,EDP Services
SNX,Synnex Corporation Common Stock,$123.50,6403745836.0,2003.0,Technology,EDP Services
SOGO,Sogou Inc. American Depositary Shares each representing one Class A Ordinary Share,$8.46,3279019149.0,2017.0,Technology,EDP Services
SPGI,S&P Global Inc. Common Stock,$390.71,94122039000.0,,Technology,Advertising
SPLK,Splunk Inc. Common Stock,$117.82,19311012344.0,2012.0,Technology,Computer Software: Prepackaged Software
SPRT,Support.com Inc. Common Stock,$3.08,74194462.0,2000.0,Technology,EDP Services
SPSC,SPS Commerce Inc. Common Stock,$98.36,3527505336.0,2010.0,Technology,EDP Services
SPT,Sprout Social Inc Class A Common Stock,$63.82,3417158615.0,2019.0,Technology,EDP Services
SPWR,SunPower Corporation Common Stock,$23.37,4025799537.0,2005.0,Technology,Semiconductors
SQ,Square Inc. Class A Common Stock,$233.35,106259107027.0,2015.0,Technology,Computer Software: Prepackaged Software
SRAX,SRAX Inc. Class A Common Stock,$4.16,96452782.0,,Technology,Advertising
SREV,ServiceSource International Inc. Common Stock,$1.44,140181876.0,2011.0,Technology,Retail: Computer Software & Peripheral Equipment
SRNGW,Soaring Eagle Acquisition Corp. Warrant,$2.35,0.0,2021.0,Technology,Computer Communications Equipment
SSNC,SS&C Technologies Holdings Inc. Common Stock,$73.35,18754084357.0,2010.0,Technology,EDP Services
SSNT,SilverSun Technologies Inc. Common Stock,$7.39,33264393.0,,Technology,Computer Software: Prepackaged Software
SSPK,Silver Spike Acquisition Corp. Class A Ordinary Shares,$15.92,497477314.0,2019.0,Technology,Computer Software: Prepackaged Software
SSPKU,Silver Spike Acquisition Corp. Units,$18.70,0.0,2019.0,Technology,Computer Software: Prepackaged Software
SSTI,ShotSpotter Inc. Common Stock,$31.39,366500882.0,2017.0,Technology,Computer Software: Prepackaged Software
SSYS,Stratasys Ltd. Ordinary Shares (Israel),$20.05,1274224978.0,1994.0,Technology,Computer peripheral equipment
STAF,Staffing 360 Solutions Inc. Common Stock (DE),$0.5946,23288418.0,,Technology,Diversified Commercial Services
STMP,Stamps.com Inc.  Common Stock ($0.001 Par Value),$185.90,3413039973.0,1999.0,Technology,EDP Services
STRM,Streamline Health Solutions Inc. Common Stock,$2.06,87173928.0,,Technology,EDP Services
SUMO,Sumo Logic Inc. Common Stock,$17.50,1797314435.0,2020.0,Technology,Retail: Computer Software & Peripheral Equipment
SUNW,Sunworks Inc. Common Stock,$9.32,154982205.0,,Technology,Semiconductors
SVMK,SVMK Inc. Common Stock,$18.49,2692842460.0,2018.0,Technology,EDP Services
SWI,SolarWinds Corporation Common Stock,$16.82,5310166090.0,2018.0,Technology,Computer Software: Prepackaged Software
SWKS,Skyworks Solutions Inc. Common Stock,$175.12,28911004204.0,,Technology,Semiconductors
SYKE,Sykes Enterprises Incorporated Common Stock,$43.30,1721993846.0,1996.0,Technology,EDP Services
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,$130.83,4572817390.0,2002.0,Technology,Computer peripheral equipment
SYX,Systemax Inc. Common Stock,$34.78,1311870263.0,,Technology,Industrial Machinery/Components
TACT,TransAct Technologies Incorporated Common Stock,$12.69,113772715.0,1996.0,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,$4.49,26153563.0,1995.0,Technology,Electronic Components
TBI,TrueBlue Inc. Common Stock,$28.22,1001001187.0,,Technology,Professional Services
TDC,Teradata Corporation Common Stock,$40.54,4440082406.0,,Technology,EDP Services
TENB,Tenable Holdings Inc. Common Stock,$37.10,3917429736.0,2018.0,Technology,EDP Services
TLS,Telos Corporation Common Stock,$31.08,2072261207.0,2020.0,Technology,EDP Services
TPIC,TPI Composites Inc. Common Stock,$48.12,1806104128.0,2016.0,Technology,Industrial Machinery/Components
TRKA,Troika Media Group Inc. Common Stock,$2.17,84247388.0,2021.0,Technology,Advertising
TRKAW,Troika Media Group Inc. Warrant,$0.42,0.0,2021.0,Technology,Advertising
TRNS,Transcat Inc. Common Stock,$49.06,365290801.0,,Technology,Industrial Machinery/Components
TRS,TriMas Corporation Common Stock,$33.56,1448571087.0,2007.0,Technology,Industrial Machinery/Components
TRT,Trio-Tech International Common Stock,$5.16,19146464.0,,Technology,Industrial Machinery/Components
TRU,TransUnion Common Stock,$106.21,20315065714.0,2015.0,Technology,Advertising
TSQ,Townsquare Media Inc. Class A Common Stock,$10.35,166824198.0,2014.0,Technology,Advertising
TSRI,TSR Inc. Common Stock,$8.9999,17658362.0,,Technology,EDP Services
TTD,The Trade Desk Inc. Class A Common Stock,$661.43,31438119119.0,2016.0,Technology,EDP Services
TTEC,TTEC Holdings Inc. Common Stock,$101.53,4753580586.0,1996.0,Technology,Retail: Computer Software & Peripheral Equipment
TTMI,TTM Technologies Inc. Common Stock,$15.09,1613214965.0,2000.0,Technology,Electrical Products
TTWO,Take-Two Interactive Software Inc. Common Stock,$170.07,19588262936.0,1997.0,Technology,Computer Software: Prepackaged Software
TXN,Texas Instruments Incorporated Common Stock,$187.76,173400776678.0,,Technology,Semiconductors
TYL,Tyler Technologies Inc. Common Stock,$399.87,16280802219.0,,Technology,Computer Software: Prepackaged Software
TZOO,Travelzoo Common Stock,$17.45,200146352.0,,Technology,EDP Services
U,Unity Software Inc. Common Stock,$89.42,24977535424.0,2020.0,Technology,Retail: Computer Software & Peripheral Equipment
UCTT,Ultra Clean Holdings Inc. Common Stock,$50.14,2222154409.0,2004.0,Technology,Semiconductors
UI,Ubiquiti Inc. Common Stock,$280.39,17611066541.0,,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,Unisys Corporation New Common Stock,$23.87,1598760611.0,,Technology,EDP Services
ULBI,Ultralife Corporation Common Stock,$7.83,125254725.0,1992.0,Technology,Electronic Components
UPLD,Upland Software Inc. Common Stock,$44.20,1330407491.0,2014.0,Technology,EDP Services
URI,United Rentals Inc. Common Stock,$347.33,25139100061.0,1997.0,Technology,Diversified Commercial Services
USIO,Usio Inc. Common Stock,$6.03,150934928.0,,Technology,EDP Services
VALU,Value Line Inc. Common Stock,$28.74,275162134.0,1983.0,Technology,Advertising
VECO,Veeco Instruments Inc. Common Stock,$22.67,1137639746.0,1994.0,Technology,Semiconductors
VERB,Verb Technology Company Inc. Common Stock,$1.10,68697013.0,,Technology,EDP Services
VERI,Veritone Inc. Common Stock,$19.96,652363039.0,2017.0,Technology,EDP Services
VERX,Vertex Inc. Class A Common Stock,$17.39,2567502571.0,2020.0,Technology,EDP Services
VIAV,Viavi Solutions Inc. Common Stock,$16.36,3742022424.0,,Technology,Radio And Television Broadcasting And Communications Equipment
VMW,Vmware Inc. Common stock Class A,$163.41,68468192410.0,2007.0,Technology,Computer Software: Prepackaged Software
VOLT,Volt Information Sciences Inc. Common Stock,$3.89,84555277.0,,Technology,Diversified Commercial Services
VRNS,Varonis Systems Inc. Common Stock,$47.69,5062397035.0,2014.0,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc. Common Stock,$46.67,3070256375.0,2002.0,Technology,EDP Services
VRSN,VeriSign Inc. Common Stock,$222.89,25101605224.0,1998.0,Technology,EDP Services
VSAT,ViaSat Inc. Common Stock,$49.58,3397646005.0,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment
WDAY,Workday Inc. Class A Common Stock,$236.71,57743142263.0,,Technology,Computer Software: Prepackaged Software
WDC,Western Digital Corporation Common Stock,$71.65,21931862875.0,,Technology,Electronic Components
WEX,WEX Inc. common stock,$196.40,8756024604.0,,Technology,EDP Services
WFCF,Where Food Comes From Inc. Common Stock,$13.8559,84921356.0,,Technology,Computer Software: Prepackaged Software
WISA,Summit Wireless Technologies Inc. Common Stock,$2.98,33175008.0,2018.0,Technology,Electronic Components
WK,Workiva Inc. Class A Common Stock,$90.33,4515949439.0,2014.0,Technology,Computer Software: Prepackaged Software
WSC,WillScot Mobile Mini Holdings Corp. Class A Common Stock,$29.37,6656620099.0,2015.0,Technology,Diversified Commercial Services
WSTG,Wayside Technology Group Inc. Common Stock,$24.40,107604854.0,,Technology,Retail: Computer Software & Peripheral Equipment
WTRH,Waitr Holdings Inc. Common Stock,$2.13,245782308.0,2016.0,Technology,Computer Software: Prepackaged Software
WYY,WidePoint Corporation Common Stock,$7.85,71210105.0,,Technology,EDP Services
XELA,Exela Technologies Inc. Common Stock,$1.67,98850660.0,2015.0,Technology,Retail: Computer Software & Peripheral Equipment
XLNX,Xilinx Inc. Common Stock,$124.43,30579806431.0,1990.0,Technology,Semiconductors
XM,Qualtrics International Inc. Class A Common Stock,$35.61,18248435875.0,2021.0,Technology,Computer Software: Prepackaged Software
XPER,Xperi Holding Corporation Common Stock,$20.89,2197924011.0,,Technology,Semiconductors
XRX,Xerox Holdings Corporation Common Stock,$24.47,4696951483.0,,Technology,EDP Services
YELP,Yelp Inc. Common Stock,$39.46,2960906670.0,2012.0,Technology,Internet and Information Services
YEXT,Yext Inc. Common Stock,$13.20,1664605945.0,2017.0,Technology,EDP Services
ZBRA,Zebra Technologies Corporation Class A Common Stock,$488.58,26138668939.0,1991.0,Technology,Computer peripheral equipment
ZI,ZoomInfo Technologies Inc. Class A Common Stock,$42.98,16820641281.0,2020.0,Technology,Computer Software: Prepackaged Software
ZIXI,Zix Corporation Common Stock,$7.10,405111857.0,,Technology,Retail: Computer Software & Peripheral Equipment
ZNGA,Zynga Inc. Class A Common Stock,$10.99,11924345699.0,2011.0,Technology,EDP Services
ZS,Zscaler Inc. Common Stock,$169.32,23017400252.0,2018.0,Technology,EDP Services
