Date,AAPL High,AAPL Low,AAPL Open,AAPL Close,AAPL Volume,AAPL Adj. Close,MSFT High,MSFT Low,MSFT Open,MSFT Close,MSFT Volume,MSFT Adj. Close,AMZN High,AMZN Low,AMZN Open,AMZN Close,AMZN Volume,AMZN Adj. Close,GOOG High,GOOG Low,GOOG Open,GOOG Close,GOOG Volume,GOOG Adj. Close,FB High,FB Low,FB Open,FB Close,FB Volume,FB Adj. Close,AAPL 2019-2021 Return,MSFT 2019-2021 Return,AMZN 2019-2021 Return,GOOGL 2019-2021 Return,FB 2019-2021 Return
10/1/2019,57.05500031,56.04999924,56.26750183,56.14749908,139223200,55.41732025,140.25,137,139.6600037,137.0700073,21466600,134.8626099,1755.599976,1728.410034,1746,1735.650024,3084500,1735.650024,1231.22998,1203.579956,1219,1205.099976,1273500,1205.099976,179.8399963,174.8800049,179.1499939,175.8099976,17073000,175.8099976,,,,,
10/2/2019,55.89500046,54.48249817,55.76499939,54.74000168,138449200,54.02812576,136.3699951,133.5800018,136.25,134.6499939,30521700,132.4815521,1728.890015,1705,1727.73999,1713.22998,3301100,1713.22998,1196.97998,1171.290039,1196.97998,1176.630005,1615100,1176.630005,176.5299988,173.0899963,174.8399963,174.6000061,16151700,174.6000061,,,,,
10/3/2019,55.24000168,53.78250122,54.60749817,55.20500183,114426000,54.48707962,136.75,133.2200012,134.9499969,136.2799988,24132900,134.0853119,1725,1685.060059,1713,1724.420044,3468200,1724.420044,1189.060059,1162.430054,1180,1187.829956,1621200,1187.829956,179.8399963,173.6300049,175.5700073,179.3800049,16086300,179.3800049,,,,,
10/4/2019,56.87250137,55.97249985,56.40999985,56.75249863,138478800,56.01445389,138.25,136.4199982,136.75,138.1199951,22897700,135.8956604,1740.579956,1719.22998,1726.02002,1739.650024,2471900,1739.650024,1211.439941,1189.170044,1191.890015,1209,1162400,1209,180.9799957,178.1000061,179.5500031,180.4499969,10430200,180.4499969,,,,,
10/7/2019,57.48249817,56.45999908,56.56750107,56.76499939,122306000,56.02679443,138.1799927,137.0200043,137.1399994,137.1199951,15303700,134.9117737,1747.829956,1723.699951,1731.630005,1732.660034,2154700,1732.660034,1218.203979,1203.75,1204.400024,1207.680054,842900,1207.680054,181.1799927,178.0899963,180,179.6799927,9178300,179.6799927,,,,,
10/8/2019,57.01499939,56.08250046,56.45500183,56.09999847,111820000,55.37043762,137.7599945,135.6199951,137.0800018,135.6699982,25550500,133.4851379,1727,1705,1722.48999,1705.51001,2542000,1705.51001,1206.079956,1189.01001,1197.589966,1189.130005,1039300,1189.130005,180.3699951,177.7200012,178.2599945,177.75,9466900,177.75,,,,,
10/9/2019,56.94749832,56.40999985,56.75749969,56.75749969,74770400,56.01939011,138.6999969,136.9700012,137.4600067,138.2400055,19749900,136.0137482,1729.949951,1714.359985,1719.609985,1721.98999,2043500,1721.98999,1208.349976,1197.630005,1199.349976,1202.310059,867700,1202.310059,180.7200012,177.9400024,179.1600037,179.8500061,7556900,179.8500061,,,,,
10/10/2019,57.61000061,56.82500076,56.98249817,57.52249908,113013600,56.77444458,139.6699982,138.25,138.4900055,139.1000061,17654600,136.8599091,1738.290039,1713.75,1725.23999,1720.26001,2575200,1720.26001,1215,1197.339966,1198.579956,1208.670044,846600,1208.670044,181.6100006,179.1699982,180.3200073,180.0299988,8605000,180.0299988,,,,,
10/11/2019,59.40999985,58.07749939,58.23749924,59.05250168,166795600,58.2845459,141.0299988,139.5,140.1199951,139.6799927,25446000,137.430542,1745.449951,1729.859985,1742.920044,1731.920044,3255000,1731.920044,1228.390015,1213.73999,1222.209961,1215.449951,1272700,1215.449951,186.4900055,182.1399994,182.1499939,184.1900024,14930500,184.1900024,,,,,
10/14/2019,59.53250122,58.66749954,58.72499847,58.96749878,96427600,58.20064545,140.2899933,139.5200043,139.6900024,139.5500031,13304300,137.3026428,1741.890015,1722,1728.910034,1736.430054,1910200,1736.430054,1226.329956,1211.76001,1212.339966,1217.140015,867500,1217.140015,184.6199951,182.5700073,184.1999969,183.2799988,7006000,183.2799988,,,,,
10/15/2019,59.41249847,58.72000122,59.09749985,58.83000183,87360000,58.06494141,141.7899933,139.8099976,140.0599976,141.5700073,19695700,139.2901306,1776.449951,1740.619995,1742.140015,1767.380005,3111700,1767.380005,1247.329956,1220.400024,1220.400024,1243.01001,1381700,1243.01001,190.3800049,183.6600037,183.8000031,188.8899994,15039100,188.8899994,,,,,
10/16/2019,58.81000137,58.29999924,58.34249878,58.59249878,73903200,57.83052826,140.9900055,139.5299988,140.7899933,140.4100037,20751600,138.1488037,1786.23999,1770.52002,1773.329956,1777.430054,2763400,1777.430054,1254.73999,1238.449951,1241.170044,1243.640015,1094600,1243.640015,189.6999969,186.8999939,188.3200073,189.5500031,10516900,189.5500031,,,,,
10/17/2019,59.03749847,58.38000107,58.77249908,58.81999969,67585200,58.05506516,141.4199982,139.0200043,140.9499969,139.6900024,21460600,137.4403992,1798.849976,1782.02002,1796.48999,1787.47998,2647400,1787.47998,1263.324951,1249.939941,1250.930054,1253.069946,952400,1253.069946,190.8399963,188.7700043,190.3000031,190.3899994,9603000,190.3899994,,,,,
10/18/2019,59.39500046,58.57249832,58.64749908,59.10250092,97433600,58.33390045,140,136.5599976,139.7599945,137.4100037,32273500,135.197113,1793.97998,1749.199951,1787.800049,1757.51001,3362500,1757.51001,1258.890015,1241.079956,1253.459961,1245.48999,1352800,1245.48999,191.4900055,183.9199982,190.2299957,185.8500061,16874200,185.8500061,,,,,
10/21/2019,60.24750137,59.33000183,59.38000107,60.12749863,87247200,59.34556198,138.5,137.0099945,138.4499969,138.4299927,20078200,136.2006683,1785.880005,1765,1769.660034,1785.660034,2130400,1785.660034,1254.629028,1240.599976,1252.26001,1246.150024,1027200,1246.150024,189.9100037,186.75,187.0399933,189.7599945,8122600,189.7599945,,,,,
10/22/2019,60.54999924,59.90499878,60.29000092,59.99000168,82293600,59.20985794,140.0099945,136.2599945,138.9700012,136.3699951,27431000,134.1738586,1789.780029,1762,1788.150024,1765.72998,2111700,1765.72998,1250.599976,1241.380005,1247.849976,1242.800049,1023800,1242.800049,190.6499939,181.5,190,182.3399963,19537600,182.3399963,,,,,
10/23/2019,60.81000137,60.30500031,60.52500153,60.79499817,75828800,60.00438309,137.4499969,135.6100006,136.8800049,137.2400055,29844600,135.0298462,1770.050049,1742,1761.300049,1762.170044,2138200,1762.170044,1259.890015,1242.359985,1242.359985,1259.130005,911500,1259.130005,186.3800049,182,182.0099945,186.1499939,12300400,186.1499939,,,,,
10/24/2019,61.20000076,60.45249939,61.12749863,60.89500046,69275200,60.10308075,140.4199982,138.6699982,139.3899994,139.9400024,37029300,137.6863708,1788.339966,1760.27002,1771.089966,1780.780029,4446100,1780.780029,1264,1253.714966,1260.900024,1260.98999,1028100,1260.98999,186.7299957,182.8000031,184.6199951,186.3800049,11413500,186.3800049,,,,,
10/25/2019,61.68249893,60.72000122,60.79000092,61.64500046,73477200,60.8433342,141.1399994,139.1999969,139.3399963,140.7299957,25959700,138.463623,1764.209961,1695,1697.550049,1761.329956,9626400,1761.329956,1269.599976,1250.01001,1251.030029,1265.130005,1213100,1265.130005,189,185.0899963,185.8300018,187.8899994,8061200,187.8899994,,,,,
10/28/2019,62.3125,61.68000031,61.85499954,62.26250076,96572800,61.45279694,145.6699982,143.5099945,144.3999939,144.1900024,35280100,141.8679352,1778.699951,1742.5,1748.060059,1777.079956,3708900,1777.079956,1299.310059,1272.540039,1275.449951,1290,2613200,1290,189.5299988,185.0800018,187.1999969,189.3999939,13657900,189.3999939,,,,,
10/29/2019,62.4375,60.64250183,62.24250031,60.82249832,142839600,60.03152847,144.5,142.6499939,144.0800018,142.8300018,20589500,140.5298309,1777,1755.810059,1774.810059,1762.709961,2276900,1762.709961,1281.589966,1257.212036,1276.22998,1262.619995,1886400,1262.619995,192.5299988,188.4700012,191.6900024,189.3099976,13574900,189.3099976,,,,,
10/30/2019,61.32500076,60.30250168,61.18999863,60.81499863,124522000,60.02412415,145,142.7899933,143.5200043,144.6100006,18496600,142.2811737,1782.380005,1759.119995,1760.23999,1779.98999,2449400,1779.98999,1269.359985,1252,1252.969971,1261.290039,1408900,1261.290039,190.4499969,185.9799957,189.5599976,188.25,28734600,188.25,,,,,
10/31/2019,62.29249954,59.31499863,61.81000137,62.18999863,139162000,61.38124084,144.9299927,142.9900055,144.8999939,143.3699951,24605100,141.0611115,1792,1771.47998,1775.98999,1776.660034,2781200,1776.660034,1267.670044,1250.843018,1261.280029,1260.109985,1455700,1260.109985,198.0899963,188.25,196.6999969,191.6499939,42286500,191.6499939,,,,,
11/1/2019,63.98249817,62.29000092,62.38499832,63.95500183,151125200,63.12329483,144.4199982,142.9700012,144.2599945,143.7200012,33128400,141.4055023,1797.449951,1785.209961,1788.01001,1791.439941,2790400,1791.439941,1274.619995,1260.5,1265,1273.73999,1670100,1273.73999,194.1100006,189.9100037,192.8500061,193.6199951,21711800,193.6199951,,,,,
11/4/2019,64.46250153,63.84500122,64.33249664,64.375,103272000,63.53782654,145,144.1600037,144.8300018,144.5500031,16912000,142.2221375,1815.060059,1801.01001,1801.01001,1804.660034,2771900,1804.660034,1294.130005,1276.35498,1276.449951,1291.369995,1501000,1291.369995,197.3699951,193.8099976,194.5500031,194.7200012,16371300,194.7200012,,,,,
11/5/2019,64.54750061,64.08000183,64.26249695,64.28250122,79897600,63.4465332,145.0200043,143.9100037,144.9700012,144.4600067,18250200,142.133606,1810.25,1794,1809.160034,1801.709961,1885500,1801.709961,1298.930054,1291.229004,1292.890015,1292.030029,1282700,1292.030029,195.75,193.6000061,195.3699951,194.3200073,9942000,194.3200073,,,,,
11/6/2019,64.37249756,63.84249878,64.19249725,64.30999756,75864400,63.47367477,144.5200043,143.1999969,144.3699951,144.0599976,16575800,141.7400055,1802.5,1788.579956,1801,1795.77002,2029800,1795.77002,1293.72998,1282.5,1289.459961,1291.800049,1153000,1291.800049,194.3699951,191.3500061,194.0299988,191.5500031,10973000,191.5500031,,,,,
11/7/2019,65.08750153,64.52749634,64.68499756,64.85749817,94940400,64.20624542,144.8800049,143.7700043,143.8399963,144.2599945,17786700,141.9367828,1805.900024,1783.47998,1803.76001,1788.199951,2651100,1788.199951,1323.73999,1294.244995,1294.280029,1308.859985,2030000,1308.859985,193.4400024,189.4700012,191.9100037,190.4199982,13473000,190.4199982,,,,,
11/8/2019,65.11000061,64.21250153,64.67250061,65.03500366,69986400,64.38195801,145.9900055,143.7599945,143.9799957,145.9600067,16732700,143.609436,1789.880005,1774.040039,1787.890015,1785.880005,2123300,1785.880005,1318,1304.36499,1305.280029,1311.369995,1251400,1311.369995,192.3399963,189.6999969,190,190.8399963,10760800,190.8399963,,,,,
11/11/2019,65.61750031,64.56999969,64.57499695,65.55000305,81821200,64.8917923,146.4199982,144.7299957,145.3399963,146.1100006,14362600,143.7570038,1780,1767.130005,1778,1771.650024,1946000,1771.650024,1306.425049,1297.410034,1303.180054,1299.189941,1011900,1299.189941,190.0800018,188.5399933,189.9299927,189.6100006,8631200,189.6100006,,,,,
11/12/2019,65.69750214,65.23000336,65.38749695,65.48999786,87388800,64.8323822,147.5700073,146.0599976,146.2799988,147.0700073,18641600,144.7015533,1786.219971,1771.910034,1774.660034,1778,2037600,1778,1310,1295.77002,1300,1298.800049,1085900,1298.800049,195.0599976,189.7400055,190,194.4700012,17615500,194.4700012,,,,,
11/13/2019,66.19499969,65.26750183,65.28250122,66.11750031,102734400,65.45359039,147.4600067,146.2799988,146.7400055,147.3099976,16919200,144.9376831,1775,1747.319946,1773.390015,1753.109985,2989500,1753.109985,1304.300049,1293.51001,1294.069946,1298,826700,1298,195.6999969,192.7400055,194.6999969,193.1900024,10860700,193.1900024,,,,,
11/14/2019,66.22000122,65.52500153,65.9375,65.66000366,89182800,65.00069427,148.4100037,147,147.0200043,148.0599976,19729800,145.6755981,1766.589966,1749.560059,1751.430054,1754.599976,2264800,1754.599976,1317,1295.650024,1297.5,1311.459961,1193500,1311.459961,194.0299988,191.4499969,192.9299927,193.1499939,9040500,193.1499939,,,,,
11/15/2019,66.44499969,65.75250244,65.91999817,66.44000244,100206400,65.77285004,149.9900055,148.2700043,148.9299927,149.9700012,23485700,147.5548401,1761.680054,1732.859985,1760.050049,1739.48999,3927600,1739.48999,1334.880005,1314.280029,1318.939941,1334.869995,1782600,1334.869995,195.3000031,193.3800049,194.2599945,195.1000061,11524300,195.1000061,,,,,
11/18/2019,66.85749817,66.05750275,66.44999695,66.77500153,86703200,66.10449219,150.5500031,148.9799957,150.0700073,150.3399963,21534000,147.9188995,1753.699951,1722.709961,1738.300049,1752.530029,2839500,1752.530029,1335.529053,1317.5,1332.219971,1320.699951,1487400,1320.699951,198.6300049,193.0500031,194.5599976,197.3999939,16167200,197.3999939,,,,,
11/19/2019,67,66.34750366,66.97499847,66.57250214,76167200,65.90401459,151.3300018,150.1999969,150.8800049,150.3899994,23935700,147.9680634,1760.680054,1743.030029,1756.98999,1752.790039,2270800,1752.790039,1327.699951,1312.800049,1327.699951,1315.459961,1269200,1315.459961,200,196.8600006,197.3999939,199.3200073,19056800,199.3200073,,,,,
11/20/2019,66.51999664,65.09999847,66.38500214,65.79750061,106234400,65.13680267,150.8399963,148.4600067,150.3099976,149.6199951,25696800,147.7113647,1762.52002,1734.119995,1749.140015,1745.530029,2790000,1745.530029,1315,1291.150024,1311.73999,1303.050049,1308600,1303.050049,199.5899963,195.4299927,198.5800018,197.5099945,12355400,197.5099945,,,,,
11/21/2019,66.00250244,65.29499817,65.92250061,65.50250244,121395200,64.84477234,149.8000031,148.5,149.3999939,149.4799957,18576100,147.5731506,1746.869995,1730.359985,1743,1734.709961,2662900,1734.709961,1312.589966,1293,1301.47998,1301.349976,995500,1301.349976,199.0899963,196.8600006,197.4199982,197.9299927,12131000,197.9299927,,,,,
11/22/2019,65.79499817,65.20999908,65.64749908,65.44499969,65325200,64.78783417,150.3000031,148.8200073,150.0700073,149.5899963,15901800,147.6817932,1746.430054,1731,1739.02002,1745.719971,2479100,1745.719971,1308.72998,1291.410034,1305.619995,1295.339966,1385700,1295.339966,199.3000031,197.6199951,198.3800049,198.8200073,9959800,198.8200073,,,,,
11/25/2019,66.61000061,65.62999725,65.67749786,66.59249878,84020400,65.92381287,151.3500061,149.9199982,150,151.2299957,22420900,149.3008575,1777.420044,1753.23999,1753.25,1773.839966,3486200,1773.839966,1311.310059,1298.130005,1299.180054,1306.689941,1036200,1306.689941,200.9700012,199.25,199.5200043,199.7899933,15272300,199.7899933,,,,,
11/26/2019,66.79000092,65.625,66.73500061,66.07250214,105207600,65.40903473,152.4199982,151.3200073,151.3600006,152.0299988,24620100,150.0906372,1797.030029,1778.349976,1779.920044,1796.939941,3181200,1796.939941,1314.800049,1305.089966,1309.859985,1313.550049,1069700,1313.550049,200.1499939,198.0399933,200,198.9700012,11735500,198.9700012,,,,,
11/27/2019,66.99500275,66.32749939,66.39499664,66.95999908,65235600,66.2876358,152.5,151.5200043,152.3300018,152.3200073,15184400,150.3769531,1824.5,1797.310059,1801,1818.51001,3025600,1818.51001,1318.359985,1309.630005,1315,1312.98999,995600,1312.98999,203.1399994,199.4199982,199.8999939,202,12736600,202,,,,,
11/29/2019,67,66.47499847,66.65000153,66.8125,46617600,66.14160156,152.3000031,151.2799988,152.1000061,151.3800049,11977300,149.4489441,1824.689941,1800.790039,1817.780029,1800.800049,1923400,1800.800049,1310.204956,1303.969971,1307.119995,1304.959961,587000,1304.959961,203.8000031,201.2100067,201.6000061,201.6399994,7985200,201.6399994,,,,,
12/2/2019,67.0625,65.86250305,66.81749725,66.04000092,94487200,65.3768692,151.8300018,148.3200073,151.8099976,149.5500031,27418400,147.6422882,1805.550049,1762.680054,1804.400024,1781.599976,3925600,1781.599976,1305.829956,1281,1301,1289.920044,1510900,1289.920044,202.1799927,198.0500031,202.1300049,199.6999969,11503400,199.6999969,,,,,
12/3/2019,64.88249969,64.07250214,64.57749939,64.86250305,114430400,64.21118927,149.4299927,146.6499939,147.4900055,149.3099976,24066000,147.4053497,1772.869995,1747.22998,1760,1769.959961,3380900,1769.959961,1298.46106,1279,1279.569946,1295.280029,1143800,1295.280029,198.9299927,195.0800018,197.6000061,198.8200073,11595300,198.8200073,,,,,
12/4/2019,65.82749939,65.16999817,65.26750183,65.43499756,67181600,64.77793884,150.1799927,149.1999969,150.1399994,149.8500061,17574700,147.9384613,1789.089966,1760.219971,1774.01001,1760.689941,2670100,1760.689941,1325.800049,1304.869995,1307.01001,1320.540039,1537500,1320.540039,200.0299988,198.0500031,200,198.7100067,8456300,198.7100067,,,,,
12/5/2019,66.47250366,65.68250275,65.94750214,66.39499664,74424400,65.72829437,150.3200073,149.4799957,150.0500031,149.9299927,17869100,148.0174408,1763.5,1740,1763.5,1740.47998,2823800,1740.47998,1329.358032,1316.439941,1328,1328.130005,1212700,1328.130005,201.2899933,198.2100067,199.8600006,199.3600006,9740400,199.3600006,,,,,
12/6/2019,67.75,66.82499695,66.87000275,67.67749786,106075600,66.9979248,151.8699951,150.2700043,150.9900055,151.75,16403500,149.814209,1754.400024,1740.130005,1751.199951,1751.599976,3117400,1751.599976,1344,1333.439941,1333.439941,1340.619995,1314800,1340.619995,201.5700073,200.0599976,200.5,201.0500031,12270600,201.0500031,,,,,
12/9/2019,67.69999695,66.22750092,67.5,66.73000336,128042400,66.05994415,152.2100067,150.9100037,151.0700073,151.3600006,16687400,149.4291992,1766.890015,1745.609985,1750.660034,1749.51001,2442800,1749.51001,1359.449951,1337.839966,1338.040039,1343.560059,1354300,1343.560059,203.1399994,200.2100067,200.6499939,201.3399963,11954800,201.3399963,,,,,
12/10/2019,67.51750183,66.46499634,67.15000153,67.12000275,90420400,66.44602203,151.8899994,150.7599945,151.2899933,151.1300049,16476100,149.2021332,1750.670044,1735,1747.400024,1739.209961,2514300,1739.209961,1349.974976,1336.040039,1341.5,1344.660034,1094100,1344.660034,202.0500031,200.1499939,201.6600037,200.8699951,9475700,200.8699951,,,,,
12/11/2019,67.77500153,67.125,67.20249939,67.69249725,78756800,67.01276398,151.8699951,150.3300018,151.5399933,151.6999969,18856600,149.7648468,1750,1735.709961,1741.670044,1748.719971,2097600,1748.719971,1351.199951,1342.670044,1350.839966,1345.02002,850400,1345.02002,202.6300049,200.2799988,200.2799988,202.2599945,8036800,202.2599945,,,,,
12/12/2019,68.13999939,66.83000183,66.94499969,67.86499786,137310400,67.18354797,153.4400024,151.0200043,151.6499939,153.2400055,24612100,151.2852173,1764,1745.439941,1750,1760.329956,3095900,1760.329956,1355.775024,1340.5,1345.939941,1350.27002,1281000,1350.27002,203.6600037,194.1000061,202.3500061,196.75,23734800,196.75,,,,,
12/13/2019,68.82499695,67.73249817,67.86499786,68.78749847,133587600,68.09677124,154.8899994,152.8300018,153,154.5299988,23845400,152.5587463,1768.98999,1755,1765,1760.939941,2745700,1760.939941,1353.093018,1343.869995,1347.949951,1347.829956,1549600,1347.829956,196.8000031,193.1699982,196.3999939,194.1100006,18798000,194.1100006,,,,,
12/16/2019,70.19750214,69.24500275,69.25,69.96499634,128186000,69.2624588,155.8999939,154.8200073,155.1100006,155.5299988,24144200,153.5460052,1769.5,1757.050049,1767,1769.209961,3145200,1769.209961,1364.680054,1352.670044,1356.5,1361.170044,1397300,1361.170044,199.1199951,194.8099976,195.2700043,197.9199982,14911500,197.9199982,,,,,
12/17/2019,70.44249725,69.69999695,69.89250183,70.10250092,114158400,69.39857483,155.7100067,154.4499969,155.4499969,154.6900024,25425600,152.7167053,1792,1777.390015,1778.01001,1790.660034,3644400,1790.660034,1365,1351.322998,1362.890015,1355.119995,1854000,1355.119995,199,196.1300049,198.8399963,198.3899994,10175700,198.3899994,,,,,
12/18/2019,70.47499847,69.77999878,69.94999695,69.93499756,116028400,69.23274994,155.4799957,154.1799927,154.3000031,154.3699951,24129200,152.4008026,1798.199951,1782.359985,1795.02002,1784.030029,3351400,1784.030029,1360.469971,1351,1356.599976,1352.619995,1522600,1352.619995,204.3000031,200.0899963,200.0899963,202.5,23274400,202.5,,,,,
12/19/2019,70.29499817,69.73750305,69.875,70.00499725,98369200,69.30204773,155.7700043,153.75,154,155.7100067,24958900,153.7237091,1792.98999,1774.060059,1780.5,1792.280029,2652800,1792.280029,1358.099976,1348.984985,1351.819946,1356.040039,1469900,1356.040039,206.3000031,202.5099945,202.7799988,206.0599976,16514600,206.0599976,,,,,
12/20/2019,70.66249847,69.63999939,70.55750275,69.86000061,275978000,69.1585083,158.4900055,156.2899933,157.3500061,157.4100037,53477500,155.4020233,1802.969971,1782.449951,1799.619995,1786.5,5150800,1786.5,1363.640015,1349,1363.349976,1349.589966,3315000,1349.589966,207.7100067,203.4299927,207.4799957,206.3000031,27306900,206.3000031,,,,,
12/23/2019,71.0625,70.09249878,70.13249969,71,98572000,70.2870636,158.1199951,157.2700043,158.1199951,157.4100037,17718200,155.4020233,1793,1784.51001,1788.26001,1793,2136400,1793,1359.800049,1346.51001,1355.869995,1348.839966,883100,1348.839966,208.5899963,205.6799927,206.6999969,206.1799927,13348900,206.1799927,,,,,
12/24/2019,71.22250366,70.73000336,71.17250061,71.06749725,48478800,70.35388184,157.7100067,157.1199951,157.4799957,157.3800049,8989200,155.372406,1795.569946,1787.579956,1793.810059,1789.209961,881300,1789.209961,1350.26001,1342.780029,1348.5,1343.560059,347500,1343.560059,206.7899933,205,206.3000031,205.1199951,6046300,205.1199951,,,,,
12/26/2019,72.49500275,71.17500305,71.20500183,72.47750092,93121200,71.74973297,158.7299957,157.3999939,157.5599976,158.6699982,14520600,156.6459503,1870.459961,1799.5,1801.01001,1868.77002,6005400,1868.77002,1361.327026,1344.469971,1346.170044,1360.400024,667500,1360.400024,207.8200073,205.3099976,205.5700073,207.7899933,9350700,207.7899933,,,,,
12/27/2019,73.49250031,72.02999878,72.77999878,72.44999695,146266000,71.7224884,159.5500031,158.2200012,159.4499969,158.9600067,18412800,156.932251,1901.400024,1866.01001,1882.920044,1869.800049,6186600,1869.800049,1364.530029,1349.310059,1362.98999,1351.890015,1038400,1351.890015,208.9299927,206.5899963,208.6699982,208.1000061,10284200,208.1000061,,,,,
12/30/2019,73.17250061,71.30500031,72.36499786,72.87999725,144114400,72.1481781,159.0200043,156.7299957,158.9900055,157.5899963,16348400,155.5797272,1884,1840.619995,1874,1846.890015,3674700,1846.890015,1353,1334.02002,1350,1336.140015,1050900,1336.140015,207.8999939,203.8999939,207.8600006,204.4100037,10524300,204.4100037,,,,,
12/31/2019,73.41999817,72.37999725,72.48249817,73.41249847,100805600,72.67533875,157.7700043,156.4499969,156.7700043,157.6999969,18369400,155.688324,1853.26001,1832.22998,1842,1847.839966,2506500,1847.839966,1338,1329.084961,1330.109985,1337.02002,961800,1337.02002,205.5599976,203.6000061,204,205.25,8953500,205.25,,,,,
1/2/2020,75.15000153,73.79750061,74.05999756,75.08750153,135480400,74.33351135,160.7299957,158.3300018,158.7799988,160.6199951,22622100,158.5710754,1898.01001,1864.150024,1875,1898.01001,4029000,1898.01001,1368.140015,1341.550049,1341.550049,1367.369995,1406600,1367.369995,209.7899933,206.2700043,206.75,209.7799988,12077100,209.7799988,,,,,
1/3/2020,75.14499664,74.125,74.28749847,74.35749817,146322800,73.61083984,159.9499969,158.0599976,158.3200073,158.6199951,21116200,156.5965881,1886.199951,1864.5,1864.5,1874.969971,3764400,1874.969971,1372.5,1345.543945,1347.859985,1360.660034,1186400,1360.660034,210.3999939,206.9499969,207.2100067,208.6699982,11188400,208.6699982,,,,,
1/6/2020,74.98999786,73.1875,73.44750214,74.94999695,118387200,74.19739532,159.1000061,156.5099945,157.0800018,159.0299988,20813700,157.0013733,1903.689941,1860,1860,1902.880005,4061800,1902.880005,1396.5,1350,1350,1394.209961,1732300,1394.209961,212.7799988,206.5200043,206.6999969,212.6000061,17058900,212.6000061,,,,,
1/7/2020,75.22499847,74.37000275,74.95999908,74.59750366,108872000,73.84844208,159.6699982,157.3200073,159.3200073,157.5800018,21634100,155.5698547,1913.890015,1892.040039,1904.5,1906.859985,4044900,1906.859985,1402.98999,1390.380005,1397.939941,1393.339966,1502700,1393.339966,214.5800018,211.75,212.8200073,213.0599976,14912400,213.0599976,,,,,
1/8/2020,76.11000061,74.29000092,74.29000092,75.79750061,132079200,75.03638458,160.8000031,157.9499969,158.9299927,160.0899963,27746500,158.0478363,1911,1886.439941,1898.040039,1891.969971,3508000,1891.969971,1411.579956,1390.839966,1392.079956,1404.319946,1528000,1404.319946,216.2400055,212.6100006,213,215.2200012,13475000,215.2200012,,,,,
1/9/2020,77.60749817,76.55000305,76.80999756,77.40750122,170108400,76.63021851,162.2200012,161.0299988,161.8399963,162.0899963,21385000,160.0223083,1917.819946,1895.800049,1909.890015,1901.050049,3167300,1901.050049,1427.329956,1410.27002,1420.569946,1419.829956,1500900,1419.829956,218.3800049,216.2799988,217.5399933,218.3000031,12642800,218.3000031,,,,,
1/10/2020,78.16750336,77.0625,77.65000153,77.58249664,140644800,76.80345917,163.2200012,161.1799927,162.8200073,161.3399963,20725900,159.2818756,1906.939941,1880,1905.369995,1883.160034,2853700,1883.160034,1434.928955,1418.349976,1427.560059,1429.72998,1820700,1429.72998,219.8800049,217.4199982,219.1999969,218.0599976,12119400,218.0599976,,,,,
1/13/2020,79.26750183,77.78749847,77.91000366,79.23999786,121532000,78.44432068,163.3099976,161.2599945,161.7599945,163.2799988,21626500,161.1971436,1898,1880.800049,1891.310059,1891.300049,2780800,1891.300049,1440.52002,1426.02002,1436.130005,1439.22998,1652300,1439.22998,221.9700012,219.2100067,219.6000061,221.9100037,14463400,221.9100037,,,,,
1/14/2020,79.39250183,78.04250336,79.17500305,78.16999817,161954400,77.38506317,163.6000061,161.7200012,163.3899994,162.1300049,23477400,160.0617981,1887.109985,1858.550049,1885.880005,1869.439941,3440900,1869.439941,1441.800049,1428.369995,1439.01001,1430.880005,1558900,1430.880005,222.3800049,218.6300049,221.6100006,219.0599976,13288900,219.0599976,,,,,
1/15/2020,78.875,77.38749695,77.96250153,77.83499908,121923600,77.05342865,163.9400024,162.5700073,162.6199951,163.1799927,21417900,161.0984192,1878.859985,1855.089966,1872.25,1862.02002,2896600,1862.02002,1441.39502,1430.209961,1430.209961,1439.199951,1282700,1439.199951,221.6799927,220.1399994,220.6100006,221.1499939,10036500,221.1499939,,,,,
1/16/2020,78.92500305,78.02249908,78.39749908,78.80999756,108829200,78.01863098,166.2400055,164.0299988,164.3500061,166.1699982,23865400,164.0502777,1885.589966,1866.02002,1882.98999,1877.939941,2659500,1877.939941,1451.98999,1440.920044,1447.439941,1451.699951,1173700,1451.699951,222.6300049,220.3899994,222.5700073,221.7700043,10015300,221.7700043,,,,,
1/17/2020,79.68499756,78.75,79.06749725,79.68250275,137816400,78.88237,167.4700012,165.4299927,167.4199982,167.1000061,34371700,164.9684296,1886.640015,1857.25,1885.890015,1864.719971,3997300,1864.719971,1481.295044,1458.219971,1462.910034,1480.390015,2396200,1480.390015,222.2899933,220.5299988,222.0299988,222.1399994,15905900,222.1399994,,,,,
1/21/2020,79.75499725,79,79.29750061,79.14250183,110843200,78.34780121,168.1900024,166.4299927,166.6799927,166.5,29517200,164.3760681,1894.27002,1860,1865,1892,3707800,1892,1491.849976,1471.199951,1479.119995,1484.400024,2036700,1484.400024,222.3699951,219.1199951,222.1600037,221.4400024,14275800,221.4400024,,,,,
1/22/2020,79.99749756,79.32749939,79.64499664,79.42500305,101832400,78.62746429,167.4900055,165.6799927,167.3999939,165.6999969,24138800,163.5862732,1902.5,1883.339966,1896.089966,1887.459961,3216300,1887.459961,1503.213989,1484.930054,1491,1485.949951,1610800,1485.949951,222.75,221.2799988,222.3099976,221.3200073,12212800,221.3200073,,,,,
