Date,AAPL High,AAPL Low,AAPL Open,AAPL Close,AAPL Volume,AAPL Adj. Close,MSFT High,MSFT Low,MSFT Open,MSFT Close,MSFT Volume,MSFT Adj. Close,AMZN High,AMZN Low,AMZN Open,AMZN Close,AMZN Volume,AMZN Adj. Close,GOOG High,GOOG Low,GOOG Open,GOOG Close,GOOG Volume,GOOG Adj. Close,FB High,FB Low,FB Open,FB Close,FB Volume,FB Adj. Close,AAPL 2019-2021 Return,MSFT 2019-2021 Return,AMZN 2019-2021 Return,GOOGL 2019-2021 Return,FB 2019-2021 Return
1/16/2019,38.97000122,38.25,38.27000046,38.73500061,122278800,37.77842331,106.2600021,104.9599991,105.2600021,105.3799973,29853900,102.5198593,1705,1675.880005,1684.219971,1683.780029,6366900,1683.780029,1092.375,1079.339966,1080,1080.969971,1331800,1080.969971,149.6499939,147,149,147.5399933,18025700,147.5399933,,,,,
1/17/2019,39.41500092,38.31499863,38.54999924,38.96500015,119284800,38.00273895,106.6299973,104.7600021,105,106.1200027,28393000,103.2397842,1700.170044,1677.5,1680,1693.219971,4208900,1693.219971,1091.800049,1073.5,1079.469971,1089.900024,1242700,1089.900024,149,146.5,146.9499969,148.3000031,15787900,148.3000031,,,,,
1/18/2019,39.47000122,38.99499893,39.375,39.20500183,135004000,38.23681259,107.9000015,105.9100037,107.4599991,107.7099991,37427600,104.7866364,1716.199951,1691.540039,1712,1696.199951,6020500,1696.199951,1108.352051,1090.900024,1100,1098.26001,1955600,1098.26001,152.4299927,148.5500031,149.75,150.0399933,31029600,150.0399933,,,,,
1/22/2019,39.18249893,38.15499878,39.10250092,38.32500076,121576000,37.3785553,107.0999985,104.8600006,106.75,105.6800003,32371300,102.8117218,1681.869995,1610.199951,1681,1632.170044,6416800,1632.170044,1091.51001,1063.469971,1088,1070.52002,1613500,1070.52002,151.5299988,146.3699951,149.1999969,147.5700073,22378700,147.5700073,,,,,
1/23/2019,38.78499985,37.92499924,38.53749847,38.47999954,92522400,37.52972412,107.0400009,105.3399963,106.1200027,106.7099991,25874300,103.8137741,1657.430054,1612,1656,1640.02002,5225200,1640.02002,1084.930054,1059.75,1077.349976,1075.569946,967000,1075.569946,148.8000031,143.0599976,148.2799988,144.3000031,20098400,144.3000031,,,,,
1/24/2019,38.61999893,37.93500137,38.52750015,38.17499924,101766000,37.23225403,107,105.3399963,106.8600006,106.1999969,23164800,103.3175964,1657.26001,1631.780029,1641.069946,1654.930054,4089900,1654.930054,1079.474976,1060.699951,1076.47998,1073.900024,1361300,1073.900024,146.4400024,142.5200043,144.6399994,145.8300018,20955500,145.8300018,,,,,
1/25/2019,39.53250122,38.58000183,38.86999893,39.43999863,134142000,38.46600723,107.8799973,106.1999969,107.2399979,107.1699982,31225600,104.2612915,1683.47998,1661.609985,1670.5,1670.569946,4945900,1670.569946,1094,1081.819946,1085,1090.98999,1119100,1090.98999,149.8300018,146.5399933,147.4799957,149.0099945,22237200,149.0099945,,,,,
1/28/2019,39.08250046,38.41500092,38.94749832,39.07500076,104768400,38.11002731,106.4800034,104.6600037,106.2600021,105.0800018,29476700,102.2280197,1645,1614.089966,1643.589966,1637.890015,4837700,1637.890015,1083,1063.800049,1080.109985,1070.079956,1284300,1070.079956,148.9600067,146.2100067,148.0500031,147.4700012,15508500,147.4700012,,,,,
1/29/2019,39.53250122,38.52750015,39.0625,38.66999817,166348800,37.71503067,104.9700012,102.1699982,104.8799973,102.9400024,31490500,100.1461029,1632.380005,1590.719971,1631.27002,1593.880005,4632800,1593.880005,1075.150024,1055.86499,1072.680054,1060.619995,1021800,1060.619995,148.1000061,143.4299927,148.0899963,144.1900024,17632100,144.1900024,,,,,
1/30/2019,41.53749847,40.05749893,40.8125,41.3125,244439200,40.29226685,106.3799973,104.3300018,104.6200027,106.3799973,49471900,103.4927292,1676.949951,1619.680054,1623,1670.430054,5783800,1670.430054,1091,1066.849976,1068.430054,1089.060059,1279800,1089.060059,150.9499969,145.6999969,146.2200012,150.4199982,44613200,150.4199982,,,,,
1/31/2019,42.25,41.13999939,41.52750015,41.61000061,162958400,40.58242798,105.2200012,103.1800003,103.8000031,104.4300003,55636400,101.5956573,1736.410034,1679.079956,1692.849976,1718.72998,10910300,1718.72998,1117.329956,1095.410034,1103,1116.369995,1538300,1116.369995,171.6799927,165,165.6000061,166.6900024,77233600,166.6900024,,,,,
2/1/2019,42.24499893,41.48249817,41.74000168,41.63000107,130672400,40.60193634,104.0999985,102.3499985,103.7799988,102.7799988,35535700,99.99044037,1673.060059,1622.01001,1638.880005,1626.22998,11506200,1626.22998,1125,1104.890015,1112.400024,1110.75,1462200,1110.75,169.1000061,165.6600037,165.8399963,165.7100067,30806500,165.7100067,,,,,
2/4/2019,42.91500092,41.81999969,41.85250092,42.8125,125982000,41.75522614,105.8000031,102.7699966,102.8700027,105.7399979,31315100,102.8700943,1649.630005,1613.5,1623,1633.310059,4929100,1633.310059,1132.800049,1109.02002,1112.660034,1132.800049,2576500,1132.800049,169.3000031,163.6199951,165.6999969,169.25,20036000,169.25,,,,,
2/5/2019,43.77000046,43.08750153,43.21500015,43.54499817,144406400,42.46964264,107.2699966,105.9599991,106.0599976,107.2200012,27325400,104.3099289,1665.26001,1642.5,1643.339966,1658.810059,4453100,1658.810059,1146.849976,1117.248047,1124.839966,1145.98999,3552200,1145.98999,171.9799957,168.6900024,169.1499939,171.1600037,22557000,171.1600037,,,,,
2/6/2019,43.89250183,43.21250153,43.66249847,43.56000137,112958400,42.48426819,107,105.5299988,107,106.0299988,20609800,103.1522369,1672.26001,1633.339966,1670.75,1640.26001,3939900,1640.26001,1147,1112.77002,1139.569946,1115.22998,2105600,1115.22998,172.4700012,169.2700043,171.1999969,170.4900055,13281200,170.4900055,,,,,
2/7/2019,43.48500061,42.58499908,43.09999847,42.73500061,126966800,41.67964554,105.5899963,104.2900009,105.1900024,105.2699966,29760700,102.4128494,1625.540039,1592.910034,1625,1614.369995,4626600,1614.369995,1104.839966,1086,1104.160034,1098.709961,2044800,1098.709961,169.2400055,165.25,168.1999969,166.3800049,17517600,166.3800049,,,,,
2/8/2019,42.66500092,42.10499954,42.24750137,42.60250092,95280000,41.72861481,105.7799988,104.2600021,104.3899994,105.6699982,21461100,102.8020096,1588.589966,1566.76001,1586,1588.219971,5657500,1588.219971,1098.910034,1086.550049,1087,1095.060059,1075800,1095.060059,167.3699951,164.2100067,164.4700012,167.3300018,12561400,167.3300018,,,,,
